1200,innocently,無邪気に、知らないふりをして
1201,construct,を建設する、を組み立てる
1202,instruct,に指示する
1203,escape,逃げる
1204,divide,を分ける、を分割する
1205,arrest,を逮捕する
1206,reject,を拒絶する、を断る
1207,punish,を罰する
1208,pretend,(の)ふりをする
1209,ship,を送る、を輸送する
1210,stimulate,を刺激する
1211,differ,違う
1212,accompany,に同行する、に伴って起こる
1213,confess,告白する、を告白する
1214,injure,にけがをさせる
1215,explore,(を)探検する、(を)調査する
1216,hug,を抱きしめる
1217,translate,を翻訳する
1218,rescue,を救助する
1219,ignore,を無視する
1220,reverse,を逆にする
1221,wrap,を包む、を巻きつける
1222,admire,を称賛する
1223,force,に強いる
1224,seek,をさがす、努める、探求する
1225,conclude,と結論を下す、を締結する
1226,criticize,を非難する、を批評する
1227,protest,(に)抗議する
1228,encounter,に遭遇する、に直面する
1229,breed,を飼育する、を栽培する、を繁殖させる
1230,praise,を称賛する、を褒める
1231,trace,(の跡)をたどる、をなぞる
1232,seal,に封をする、を密封する
1233,resemble,に似ている
1234,delight,を喜ばせる
1235,pause,(一時的に)休止する
1236,demonstrate,を論証する、を実演する、デモをする
1237,propose,を提案する、結婚を申し込む
1238,reflect,を反射する、を反映する、熟考する
1239,blow,を吹き飛ばす、を吹く、(風が)吹く
1240,obey,(命令・規則など)に従う
1241,forbid,を禁止する
1242,fulfill,を実現する、を果たす
1243,burst,を破裂[爆発]させる、破裂[爆発]する
1244,ankle,足首
1245,jungle,ジャングル
1246,novelist,小説家
1247,emperor,皇帝、天皇
1248,critic,批評家
1249,repairperson,修理工
1250,Buddhist,仏教徒
1251,warning,警告、注意
1252,revolution,革命
1253,unit,単位
1254,housework,家事
1255,path,小道、進路
1256,makeup,化粧
1257,phrase,成句、句
1258,lane,車線、路地、小道
1259,electronics,エレクトロニクス(産業)、電子工学
1260,attitude,態度、考え方
1261,border,国境、境界線
1262,origin,起源
1263,manual,説明書、指導書
1264,lawyer,弁護士
1265,mission,使命、使節(団)
1266,oxygen,酸素
1267,peak,絶頂、頂点、山頂
1268,volume,分量、(本の)巻、音量
1269,explosion,爆発
1270,portion,分け前、一部分
1271,angle,角度、角
1272,madia,マスメディア
1273,property,財産、不動産、特性
1274,conporation,大企業、株式会社
1275,argument,論争、議論、主張
1276,victim,犠牲者、被害者
1277,wealth,富、財産
1278,psychology,心理学
1279,arctic,北極地方
1280,fare,(乗り物の)運賃
1281,honor,光栄、名誉
1282,necessity,必需品、必要性
1283,essential,必要不可欠な、本質的な
1284,annual,1年間の、年1回の
1285,jealous,ねたんで、しっとして
1286,typical,典型的な
1287,sudden,突然の
1288,delicate,繊細な、微妙な
1289,nuclear,原子力利用の、核エネルギーの
1290,superior,優れた、上位の
1291,intelligent,知能の高い、頭の良い
1292,steady,安定した、一定した
1293,awful,ひどく悪い、恐ろしい
1294,raw,生の、未処理の
1295,equally,同程度に、等しく
1296,technically,技術的に、厳密に言えば、専門的に
1297,seldom,めったに〜ない、まれにしか〜ない
1298,frankly,率直に、率直に言って
1299,unless,･･･でない限り、･･･でなければ
1300,beside,〜のそばに
1301,according to ~,〜によれば
1302,in order to do,〜するために
1303,a number of ~,いくらかの〜、たくさんの〜
1304,lead to ~,〜につながる、〜に(必然的に)発展する
1305,work on ~,〜に取り組む
1306,suffer from ~,〜に苦しむ、〜の病気になる
1307,find out ~,(調べて)〜を知る、〜がわかる
1308,ask (A) for B,(Aに)Bを求める
1309,be on A,Aのおごりである
1310,instead of ~,〜の代わりに、〜しないで
1311,set up ~,〜を設置する、〜を設定する、〜を設立する
1312,come up with ~,〜を思いつく
1313,in particular,特に
1314,pick A up,Aを(車で)迎えに行く[来る]
1315,so A to do,とてもAなのでB
1316,too A to do,あまりにAなので〜できない
1317,~ as well,〜もまた
1318,deal with ~,(問題)を処理する、(主題など)を扱う
1319,make A from B,B(原料・材料)からA(製品)を作る
1320,on time,時間通りに
1321,provie A with B,AにBを提供する
1322,at least,少なくとも
1323,come out,外に出る、発売される、(真実などが)明らかになる
1324,encourage A to do,Aに〜するよう促す[励ます]
1325,hand in ~,〜を提出する
1326,on the other hand,他方では、それに反して
1327,a variety of ~,さまざまな〜
1328,be based on ~,〜に基づいている
1329,fill out ~,(書類)に記入する
1330,take part in ~,〜に参加する
1331,up to ~,〜次第で、〜に(至る)
1332,A rather than B,BよりむしろA
1333,be similar to ~,〜と似ている
1334,bring back ~,〜を戻す、〜を持ち帰る
1335,figure out ~,〜を理解する、〜をわかる
1336,happen to do,偶然[たまたま]〜する
1337,much [still] more ~,まして〜はいっそうそうだ
1338,no longer ~,もはや〜でない
1339,prevent A from doing,Aが〜するのを防ぐ
1340,so far,これまでは
1341,A as well as B,BだけでなくAもまた
1342,as ~ as possible,できるだけ
1343,by mistake,誤って
1344,depend on [upon] ~,〜次第である、〜による
1345,get rid of ~,〜を取り除く、〜を処分する
1346,help (A) (to) do,(Aが)〜するのを手伝う、(Aが)〜するのに役立つ
1347,make sure that …,･･･であることを確実にする、必ず･･･するようにする
1348,so that A can B,AがBできるように
1349,A enough to do,〜するほど十分Aな
1350,along with ~,〜と一緒に
1351,be aware of ~,〜に気づいている、〜を知っている
1352,be concerned about ~,〜を心配している、〜を気遣っている
1353,be related to ~,〜に関連している
1354,carry out ~,〜を実行する
1355,get used to ~,〜に慣れる
1356,have [take] a look at ~,〜を見る
1357,in place,あるべき場所に、適切で
1358,live on ~,〜の額の収入として生活する、〜を収入源として生活する
1359,manage to do,何とかして〜する
1360,play an important role in ~,〜で重要な役割を果たす
1361,prefer A to B,BよりもAの方を好む
1362,result in ~,〜に終わる
1363,throw away ~,〜を捨てる
1364,turn A into B,AをBに変える
1365,turn on ~,(スイッチなど)をつける、(ガス・水)を出す
1366,a couple of ~,2、3の
1367,as [so] long as …,･･･する限りは
1368,be capable of doing,〜する能力がある、〜することができる
1369,be involuted in ~,〜に参加している、〜に熱中している
1370,break down (~),故障する、〜を壊す
1371,by the end of ~,〜の終わりまでに
1372,cut down (on) ~,〜を減らす
1373,end up doing,最後には〜することになる、結局〜に終わる
1374,find a way to do,〜する方法を見つける
1375,for a while,しばらくの間
1376,in the end,最後に(は)、結局
1377,look up ~,(単語など)を調べる
1378,look up to ~,〜を尊敬する
1379,not A but B,AではなくB
1380,refer to ~,〜に言及する、〜に関係する、〜を参照する
1381,sell out (~),〜を売り切る、売り切れる
1382,stop by (~),(〜に)ちょっと立ち寄る
1383,take notes,メモを取る
1384,take place,行われる、起こる
1385,after all,結局(は)
1386,all the way,ずっと、はるばる
1387,apply for ~,〜を申し込む、〜に出願する
1388,as if [though],まるで･･･のように
1389,at a time,一度に
1390,be about to do,(今にも)〜しようとしている
1391,be made (out) of~,〜でできている、〜で作られている
1392,become accustomed to~,〜に慣れる
1393,before long,まもなく、すぐに
1394,bring in ~,〜を持ち込む
1395,by accident(chance),偶然に
1396,by the time,〜するときまでには
1397,check in,搭乗手続きをする、宿泊の手続きをする
1398,come across~,〜を偶然見つける、〜に偶然出くわす
1399,consist of~,〜で構成されている、〜から成る
1400,due to~,〜のために、〜が原因で
1401,except for~,〜を除いては
1402,exchange A for B,Aをと交換する
1403,in return (for~),(〜の)お返しに
1404,feel like doing,〜したい気がする
1405,for fear of~,〜を恐れて
1406,for long,長い間
1407,give A a hand,Aを手助けする
1408,give in to~,〜に屈する
1409,go into ~,〜を詳しく説明する
1410,go with~,〜と合う、〜を調和する
1411,had better do,〜するほうが良い
1412,if A were to do,仮にAが〜するようなことがあれば
1413,in addition to~,〜に加えて
1414,in charge of~,〜を管理する
1415,in other worlds,言い換えれば、つまり
1416,in response to~,〜に応えて
1417,in trouble,困った状態で
1418,in turn,その結果
1419,make a mistake,間違いを犯す
1420,on (in) behalf of~,〜を代表して、〜のために
1421,out of stock,在庫切れの
1422,pay (give) attention to,〜に注意を払う
1423,persuade A to do,Aを〜するように説得する
1424,point out ~,〜を指摘する、〜を指し示す
1425,rely on A for B,Bを求めてAを頼る
1426,run out of~,〜を使い果たす
1427,sign up for~,〜に申し込む、〜に登録する
1428,stick to~,〜をやり通す、〜にくっつく
1429,take away ~,〜を持ち去る
1430,take ~ for granted,〜を当然のことと考える
1431,tend to do,〜しがちである
1432,turn in ~,〜を提出する
1433,would rather do,むしろ〜したい
1434,a bunch of~,たくさんの、一房の
1435,a wide range of~,広範囲に渡る〜、様々な〜
1436,ahead of~,〜より早く、〜に先立って
1437,allow A to do],Aが〜するのを許す、Aが〜できる
1438,~. and so on,(そして)〜など
1439,as follows,次の通り
1440,at the moment,今、現在、そのときに
1441,be concerned with~,〜に関心がある、〜と関わる
1442,be responsible for ~,〜の責任がある
1443,be said to be~,〜だと言われている
1444,be satisfied with ~,〜に満足している
1445,behind one’s back,〜のいないところで、影で
1446,by far,断然、ずば抜けて
1447,by way of ~,〜経由で、〜の手段として
1448,catch up with ~,〜に追いつく
1449,change one’s mind,気が変わる
1450,come to do,〜するようになる
1451,conpare A with B,AをBを比べる
1452,concentrate on~,〜に集中する
1453,count on(upon)~,〜を当てにする、〜に頼る
1454,die out,死滅する、完全に消える
1455,do awaay with~,〜を廃止する、〜を取り除く
1456,drop in,立ち寄る、ひょっこり訪ねる
1457,even if (though)~,たとえ〜だとしても
1458,ever since,それ以来、その後
1459,find one’s way (to ~),(～に)たどり着く
1460,for free,無料で
1461,for lack of~,〜の不足のために
1462,for sure,確かに、間違いなく
1463,from now on,今後は
1464,get along with~,〜とうまくやっていく
1465,get over ~,〜から立ち直る、〜を克服する
1466,in advance,前もって
1467,in danger of~,〜の危険にさらされて
1468,in demand,需要がある
1469,in fashion,流行して
1470,in general,一般に、たいてい
1471,in reality,実は、実際には
1472,in spite of~,〜にもかかわらず
1473,in terms of~,〜の観点から
1474,in time (for~),(〜に)間に合うように、やがて
1475,in vain,無駄に、むなしく
1476,(just) in cace~,〜するといけないから、〜に備えて
1477,keep one’s world (promesi),約束を守る
1478,keep up with ~,〜に遅れないでついていく
1479,leave ~ behind,〜を置き忘れる、〜をおいていく
1480,let A down,Aを失望させる
1481,look through~,〜にざっと目を通す
1482,make up for~,〜の埋め合わせをする
1483,meet one’s needs,〜の必要性を満たす
1484,no matter what~,何を〜しても
1485,not only A but (also) B,AだけでなくBも
1486,on board,(乗り物に)乗って
1487,on (off) duty,勤務中で(勤務時間外で)
1488,on purpose,わざと
1489,on schedule,予定通りに
1490,on (the an) average,概して、平均して
1491,out of order,故障して、調子が悪くて、乱れて
1492,pay well,給料が良い
1493,plenty of~,多くの〜、十分な〜
1494,put together~,(考え)をまとめ上げる、~を組み立てる
1495,run into (across)~,〜に偶然出会う
1496,speak out,はっきりと意見を述べる、大声で話す
1497,stand for~,〜を我慢する、〜の意味を表す
1498,stare at~,〜をじっと見る
1499,turn out to be~,〜だとわかる
1500,work out,運動する
1501,amount to ~,総計で〜に達する
1502,anything but ~,決して［少しも］〜でない
1503,as for [to] ~,〜に関しては、〜はどうかと言えば
1504,as time goes by,時間がたつにつれて
1505,be anxious about ~,〜心配している
1506,be at a loss,困っている、途方に暮れている
1507,be engaged to A,Aと婚約している
1508,be equal to ~,〜と同等である、〜と等しい
1509,be guilty of ~,〜の罪を犯している
1510,be known to ~,〜に知られている
1511,be well off,裕福である
1512,be worthy of ~,〜に値する、〜にふさわしい
1513,beyond one’s reach,〜の届く範囲を超えて
1514,by degrees,徐々に
1515,by nature,生まれつき
1516,call in ~,(医師･専門家)を呼ぶ
1517,check out,勘定を済ませて出る、チェックアウトする
1518,come down,(価格などが)下がる、降りてくる
1519,decide on ~,〜を［に］決める
1520,for a change,気分転換に
1521,get away (from~),(〜から)離れる、逃げる
1522,go after 〜,〜の後を追う
1523,go along with ~,〜を支持する、〜と一緒に行く
1524,go over ~,〜を詳しく調べる
1525,go through ~,〜を経験する
1526,hand down ~,〜を後世に残す、〜を伝える
1527,hand [give] out ~,〜を配る
1528,hold the line,電話を切らずに待つ
1529,in a row,連続して、一列に
1530,in a [one] sense,ある意味で
1531,in one’s favor,〜気に入られて
1532,in search of ~,〜をさがして、〜を求めて
1533,in the long run,長い目で見れば
1534,in the middle of~,〜の最中に［で］、〜の真ん中に［で］
1535,look over ~,〜に目を通す、〜を(ざっと)調べる
1536,lose one’s way,道に迷う
1537,make a difference,違いを生む
1538,make do with ~,(ありあわせのもの)で済ます
1539,name A（B）after C,CにちなんでAを(Bと)名付ける
1540,no more than ~,わずか〜、〜にすぎない
1541,now that …,今はもう･･･だから
1542,of one’s own,自分自身の
1543,on account of ~,〜のために、〜によって
1544,on demand,要求［請求］があり次第
1545,on the move,発展して
1546,on the spot,即座に、その場で
1547,on top of ~,〜に加えて、〜の上に
1548,out of date,時代遅れで［の］
1549,pass on A to B,AをBに伝える
1550,pick out ~,〜を選び出す
1551,put out ~,〜を外に出す
1552,refrain from doing,〜するのを慎む
1553,rule out ~,〜を除外する
1554,run away （from ~）,(〜から)走り去る、逃げる
1555,send out ~,〜を多数発送［配布］する、〜を派遣する
1556,sit back,くつろぐ、深く座る
1557,take after ~,(親など)に似ている
1558,take up ~,(趣味･仕事として)〜を始める
1559,the last thing（that）…,最も･･･しそうにないこと
1560,to one’s joy,うれしいことに
1561,to one’s suprise,驚いたことに
1562,turn over ~,〜を裏返す
1563,watch out for ~,〜に気をつける、〜を油断なく見張る
1564,what is called,いわゆる
1565,above all,何よりも
1566,account for ~,〜の所在がわかっている、〜(の理由)を説明する
1567,accuse A of B,AをBのことで非難［告訴］する
1568,as a（general）rule,通例、概して
1569,as a matter of fact,実のところは、実際は
1570,at any cost,どんな犠牲を払っても、どんなに費用をかけても
1571,at random,無作為に、手当たり次第に
1572,at（the）most,最高［最大］でも、せいぜい
1573,at times,時々
1574,back and forth,行ったり来たり、前後(左右)に
1575,be acquainted with ~,〜と顔見知りである
1576,be engaged in ~,〜に従事している
1577,be familiar with ~,〜に精通している
1578,be free from [of] ~,〜がない
1579,be independent of ~,〜から独立している
1580,be likely to do,〜しそうである
1581,be made up of ~,〜で構成されている
1582,be obliged to do,〜するよう義務づけられている
1583,be reluctant to do,〜することに気が進まない
1584,be sick of ~,〜にうんざりしている
1585,be subject to ~,〜になりやすい、〜を受けやすい
1586,be sure of ~,〜を確信している
1587,be ture of ~,〜に当てはまる
1588,be typical of ~,〜に典型的な、〜に特有の
1589,be willing to do,進んで〜する
1590,break into ~,〜へ(不法に)押し入る、急に〜し始める
1591,break out,(災害･戦争などが)発生する、勃発する
1592,bring about ~,(結果など)を招く、〜を引き起こす
1593,bring down ~,〜を下げる、〜を落ち込ませる
1594,bring up ~,〜を育てる
1595,by means of ~,〜によって
1596,by no means,決して〜でない
1597,call off ~,〜を中止する
1598,call on A,Aを訪ねる
1599,care for ~,〜の世話をする、〜を好む
1600,carry on ~,〜を続ける
1601,（close[near]）at hand,手元に、近くに
1602,come about,(予想外のことが)起こる、生じる
1603,come to light,(秘密などが)明るみに出る
1604,cope with ~,(難局･問題など)をうまく処理する
1605,drop out,(競争から)脱落する、(活動･集団から)身を引く
1606,enable A to do,Aが〜するのを可能にする、(主語によって)Aは〜できる
1607,far from ~,決して〜でない、〜どころではない
1608,for certain,確かに(は)
1609,for good（and all）,永久に
1610,for the time being,当分の間
1611,get by,なんとかやっていく、通り抜ける
1612,go off,(警報などが)鳴る
1613,hang up,(電話)を切る
1614,have ~ in common,共通して〜を待つ
1615,have second thoughts,考え直す
1616,head for ~,〜に向かう
1617,hold up ~,(交通･生産など)を遅らせる、〜を持ち上げる
1618,in comparison with [to]~,〜と比べると
1619,in contrast（to ~）,(〜とは)対照的に
1620,in detail,詳細に
1621,in effect,事実上
1622,in exchange for ~,〜と引き換えに
1623,in favor of ~,〜に賛成して、〜のために
1624,in order,順序正しく整理されて
1625,in person,(電話･手紙などではなく)直接、じかに
1626,in place of ~,〜の代わりに
1627,in private,内緒で、誰もいないところで
1628,in progress,進行中で［の］
1629,in public,人前で、公然と
1630,in relation to ~,〜に関して
1631,in shape,体調が良くて
1632,in short,手短に言えば、要するに
1633,in the face of ~,〜に直面して、〜にもかかわらず
1634,in the first place,そもそも、まず初めに
1635,in the meantime,その間に
1636,in use,使われて
1637,（It is）no wonder（that）…,･･･は全く不思議ではない
1638,keep [bear] ~in mind,〜を心に留める
1639,keep in touch [contact] with ~,〜と連絡［接触］を保つ
1640,keep off ~,〜に近寄らない、〜を避ける
1641,keep track of ~,〜を見失わないようにする、(人の動向など)に注意している
1642,lay off ~,〜を一時的に解雇する
1643,leave A alone,Aを放っておく
1644,live up to ~,(期待など)に応える、〜に従って生きる［行動する］
1645,long for ~,〜に思い焦がれる、〜を熱望する
1646,look down on [upon] ~,〜を見下す
1647,look into ~,〜を調べる、〜をのぞき込む
1648,major in ~,〜を専攻する
1649,make an appointment,(人と会う)約束をする
1650,make fun of ~,〜をからかう
1651,make one’s way,前進する、成功する
1652,make sense,道理にかなう、意味が通じる
1653,make up one’s mind,決心する、判断を下す
1654,make use of ~,〜を利用［活用］する
1655,none of one’s business,〜には関係ない
1656,not to mention ~,〜は言うまでもなく
1657,on one’s own,独力で、一人で
1658,on the condition that …,･･･という条件で、もし･･･なら
1659,on the contrary,それどころか、それと逆に
1660,on the whole,全体的に見て、概して
1661,one （~）after another,(〜を)次々と、一つずつ
1662,one by one,一つずつ、順番に
1663,out of control,制御しきれなくなって
1664,owing to ~,〜のために、〜の理由で
1665,pass away,(人が)亡くなる、過ぎ去る
1666,prohibit A from doing,Aが〜するのを禁止する
1667,provided that …,もし･･･なら、･･･という条件で
1668,pull off ~,〜をやってのける、〜を引っ張って取る
1669,put an end to ~,〜を終わらせる
1670,put aside ~,〜を脇においておく、(問題など)を考えないことにする
1671,put away ~,〜を片付ける
1672,put ~ into [in] practice,〜を実行する
1673,put off ~,〜を延期する
1674,put up with ~,〜を我慢する
1675,remind A of B,AにBを思い起こさせる
1676,run through ~,〜をざっとおさらいする
1677,settle down,身を固める、落ち着く
1678,shake hands,握手する
1679,show off ~,〜を見せびらかす
1680,show up（~）,姿を見せる、現れる、〜を目立たせる
1681,sit up,(寝ないで)起きている
1682,sooner or later,遅かれ早かれ
1683,speak up,もっと大きな声で話す、はっきりと意見を述べる
1684,stand by（~）,待機する、〜を支援する
1685,stand out,目立つ
1686,sum up ~,〜を要約する、〜を合計する
1687,take advantage of ~,(機会･状況など)を利用する、〜につけ込む
1688,take one’s place,〜の代理を務める
1689,take over ~,(職･責任など)を引き継ぐ、〜を支配する
1690,tell [distinguish] A from B,AをBと見分ける
1691,There is no doing,〜することはできない
1692,think over ~,〜をじっくり考える
1693,to some [a certain] extent,ある程度まで
1694,to the point,的を射た
1695,try out ~,〜を試験する、〜の効果を試す
1696,turn away ~,(顔･目など)をそらす
1697,turn up（~）,姿を現す、(音量など)を大きくする
1698,upside down,逆さま、ひっくり返して
1699,use up ~,〜を使い果たす
1700,wear out （~）,すり減る、(〜を)すり減らす
